a969c40d-cecf-4709-9796-0d7f227a2eae,2021-11-07 02:35:02.891591 +00:00,2021-11-07 02:35:02.891591 +00:00,2021-10-15 16:00:00.012000 +00:00,Currency Converter,"A currency converter is used to convert an amount in one currency to its corresponding value in another currency using their current exchange rate, for example it can be used to calculate the value of 100 US Dollars in Euros. Current exchange rates are usually provided by banks and other financial service providers, they also (in some cases) offer free and paid APIs for developers to get current and historical exchange rates between two or more currencies.",Intermediate,https://github.com/florinpop17/app-ideas/blob/master/Projects/2-Intermediate/Currency-Converter.md,2021-10-09 16:00:00.319000 +00:00,2021-10-14 16:00:00.120000 +00:00,
73c20c37-9ca9-4424-8941-59e7ef1ee896,2021-11-07 03:12:53.905121 +00:00,2021-11-07 03:12:53.905121 +00:00,2021-10-22 16:00:00.866000 +00:00,Simple Online Store,"In the Product Landing Page project you implemented a landing page to provide your users with information about a product and to hopefully increase your sites conversion rate. The goal of the Simple Online Store is to give your users the capability of selecting a product to purchase, viewing purchase information\, adding it to an online shopping cart, and finally, actually purchasing the products in the shopping cart.",Intermediate,https://github.com/florinpop17/app-ideas/blob/master/Projects/2-Intermediate/Simple-Online-Store.md,2021-10-16 16:00:00.006000 +00:00,2021-10-21 16:00:00.599000 +00:00,
fea3969a-8e90-45db-a0a4-5df48ae309db,2021-11-07 03:16:44.912735 +00:00,2021-11-07 03:16:44.912735 +00:00,2021-10-29 16:00:00.882000 +00:00,Notes App,Create and store your notes for later purpose!,Intermediate,https://github.com/florinpop17/app-ideas/blob/master/Projects/1-Beginner/Notes-App.md,2021-10-23 16:00:00.980000 +00:00,2021-10-28 16:00:00.834000 +00:00,
7833e725-959e-49ad-9bd0-5aa05dfd0f98,2021-11-07 03:18:50.831428 +00:00,2021-11-07 03:18:50.831428 +00:00,2021-11-05 16:00:00.575000 +00:00,Bin2Dec,"Bin2Dec allows the user to enter strings of up to 8 binary digits, 0's and 1's, in any sequence and then displays its decimal equivalent.",Beginner,https://github.com/florinpop17/app-ideas/blob/master/Projects/1-Beginner/Bin2Dec-App.md,2021-10-30 16:00:00.763000 +00:00,2021-11-04 16:00:00.821000 +00:00,
b94b8c99-32fe-44d4-af8d-6ff98e06f24c,2021-11-08 18:05:11.056892 +00:00,2021-11-08 18:05:11.056892 +00:00,2021-11-12 16:00:00.856000 +00:00,Voting,The voting application allows us to choose one from many options as a group.,Intermediate,https://github.com/florinpop17/app-ideas/blob/master/Projects/2-Intermediate/Voting-App.md,2021-11-06 16:00:00.763000 +00:00,2021-11-11 16:00:00.872000 +00:00,
